sx_pg,sy_pg,sx_pgas,sy_pgas
2.64677,3.19317,3.53058,3.4085
2.64837,3.21214,3.17571,3.51883
2.76463,3.23713,3.32403,3.34601
2.65931,3.28014,3.1392,3.39392
2.86368,3.24522,3.49168,3.32305
2.83418,3.25468,3.31657,3.36735
3.09712,3.28353,2.88492,3.26742
3.22548,3.26861,3.60406,3.08091
2.76549,3.28369,3.44764,3.15813
2.83312,3.29407,3.95226,3.16775
2.85846,3.21588,3.44154,3.20059
2.69705,3.21321,3.42255,3.28626
2.63549,3.21133,3.39309,3.36307
3.05204,3.22581,3.88064,3.5754
2.81773,3.27941,3.86755,3.33058
2.93507,3.2388,3.36654,3.34353
3.34733,3.22775,2.95731,3.27565
2.89551,3.23141,2.92634,3.31242
3.31742,3.24403,2.73877,3.13579
3.01233,3.26904,3.28702,3.15123
2.93471,3.20388,3.17139,3.14539
2.86768,3.25709,3.38792,3.2646
2.84152,3.33285,3.79506,3.18168
2.68183,3.29171,3.56898,3.16637
3.04792,3.2933,3.5901,3.03411
2.97662,3.235,3.32425,3.01319
2.70591,3.21599,3.79805,3.28404
3.42553,3.32569,3.73862,3.1954
2.93931,3.27098,3.28957,3.38426
2.70796,3.33984,3.25714,3.32484
2.85237,3.31036,3.3005,3.36638
2.77161,3.28382,3.7735,3.20434
2.59952,3.40625,3.89253,3.13926
2.90795,3.30472,3.53942,3.2248
3.24113,3.31222,3.80333,3.3039
2.74587,3.29429,3.84086,3.09209
2.93911,3.14197,3.65575,3.28385
3.09465,3.1595,3.8743,3.10826
2.68077,3.18584,3.40361,2.9914
2.68302,3.22842,3.60213,3.07076
2.91177,3.25733,3.74308,3.24913
2.47165,3.2442,3.59087,3.10212
3.01533,3.23534,3.62103,3.19585
2.92099,3.19411,4.22973,3.27997
2.87776,3.16124,3.7302,3.43577
3.03086,3.22432,3.81645,3.51718
2.54804,3.14083,3.52575,3.55725
2.55929,3.17969,3.60484,3.28765
2.65611,3.19484,3.34349,3.37221
2.60181,3.15362,2.92275,3.30708
2.53285,3.16954,2.86132,3.23538
2.68342,3.13232,2.88955,3.5806
2.56754,3.1321,3.28006,3.44057
2.67773,3.19386,4.02859,3.23837
2.56438,3.11352,3.85046,3.64773
2.60049,3.12969,3.28866,3.45366
2.68482,3.34759,3.17062,3.41326
2.71696,3.2778,3.06209,3.47628
3.02363,3.42934,3.2509,3.38937
3.0742,3.4427,3.23092,3.31456
3.23726,3.40704,3.08942,3.40357
2.7772,3.45375,2.98078,3.30937
2.95292,3.43447,3.10978,3.33865
2.54304,3.4081,3.1553,3.32265
2.58567,3.47815,2.809,3.17966
2.80024,3.49973,2.60964,3.21412
2.98504,3.45378,2.65945,3.43897
2.6501,3.33155,2.78088,3.44094
2.65287,3.40723,3.38848,3.31847
2.6285,3.46778,3.66054,3.35606
2.90677,3.41677,3.68237,3.33248
3.12881,3.33485,3.72613,3.30234
3.27608,3.34439,3.59856,3.24505
3.08255,3.35121,3.29745,3.2762
2.91372,3.40074,3.59592,3.176
2.90787,3.36247,3.33451,2.98726
2.84099,3.40019,3.02954,3.10194
2.91554,3.39293,3.1364,3.12882
2.63626,3.39859,2.95827,3.05772
2.71471,3.51978,3.08984,3.15054
3.20532,3.36939,2.9682,3.34394
3.16381,3.32015,3.06783,3.21884
2.94332,3.33164,3.08433,3.12172
2.78973,3.29844,3.55208,3.2167
3.07578,3.3039,3.35637,3.25878
3.00407,3.24653,4.02905,3.15671
2.98086,3.24385,4.21029,3.2945
3.10382,3.23171,3.70895,3.34976
3.15837,3.25089,3.42743,3.14295
2.87255,3.28825,3.09859,3.12634
3.32628,3.2358,2.76522,3.26038
3.1076,3.20367,2.42629,3.41895
2.73685,3.26188,2.57075,3.3373
2.96253,3.24748,2.92414,3.36283
2.95262,3.223,3.08051,3.24593
3.09601,3.23929,2.98685,3.16436
3.10698,3.14882,3.16684,3.39414
2.95328,3.16152,3.0316,3.32067
3.22685,3.14905,2.8824,3.32106
3.08598,3.149,2.69767,3.14656
3.16758,3.15485,3.24288,3.12813
3.24883,3.15275,2.95142,3.10691
2.98882,3.16433,2.85941,2.9228
3.03612,3.08072,3.54871,3.09734
3.00294,3.14654,3.97437,2.96015
2.96704,3.33077,3.82151,3.119
3.18225,3.3488,3.93124,3.30847
3.0906,3.34615,3.95883,3.2689
2.94317,3.36734,3.68495,3.27069
2.90999,3.35506,3.63575,3.2868
2.67627,3.33796,3.31794,3.21946
2.75333,3.34073,3.40917,3.23424
2.65538,3.59976,3.62134,3.40856
2.94081,3.63079,3.34067,3.53148
2.9152,3.68444,3.46565,3.46038
2.6818,3.68636,3.4608,3.22105
3.0982,3.7552,3.53437,3.07885
2.93911,3.74461,3.61624,3.06719
3.14477,3.76349,3.03449,3.22453
2.97704,3.71565,3.31591,3.11045
3.07937,3.71979,3.22323,3.18139
2.88428,3.73703,3.26328,3.19406
2.60449,3.69657,3.46067,3.06557
2.59753,3.76485,3.43736,3.08504
2.8486,3.7802,3.31388,3.07642
2.87928,3.8464,3.8536,3.02006
2.91028,3.84252,3.57148,3.22202
2.99679,3.61782,3.69432,3.42063
3.26996,3.61795,3.29165,3.33099
3.1074,3.61734,3.3958,3.47525
2.87858,3.61703,3.33156,3.4246
2.92315,3.48256,3.70793,3.29314
3.0484,3.56607,3.34124,3.20307
3.18422,3.53181,3.32228,3.34374
2.91415,3.54149,3.09324,3.45133
3.45087,3.63762,3.22827,3.52651
3.24286,3.57468,2.95004,3.49435
2.97107,3.6496,2.99558,3.46168
3.03918,3.62092,3.38523,3.45562
3.07225,3.60484,3.18483,3.30504
3.17804,3.57564,2.95194,3.211
3.03017,3.53392,2.97139,3.10346
2.92213,3.57207,2.82793,3.16181
2.72351,3.57681,3.4677,3.19774
3.22647,3.60884,3.50337,3.25615
2.63035,3.59087,3.31201,3.10831
2.93863,3.70168,2.75103,3.17534
2.76175,3.51514,2.79921,3.2456
2.86344,3.51279,2.86065,3.22857
2.91014,3.53729,3.15639,3.25539
3.06611,3.52871,3.35069,3.36619
2.54971,3.47674,3.05439,3.33922
3.1439,3.48811,2.82541,3.31059
2.75114,3.46768,2.71526,3.23901
2.81622,3.34346,3.06037,3.14034
2.7754,3.4033,3.07569,3.29942
3.11905,3.41421,3.16293,3.07063
2.83897,3.34152,3.09012,3.14881
2.6244,3.34135,3.14005,3.16892
2.98039,3.37543,3.33195,2.98719
2.73335,3.37668,3.43039,3.13207
2.8508,3.42726,3.02511,3.27534
2.75231,3.56326,2.78674,3.37459
2.94664,3.47341,3.04024,3.24766
3.54888,3.4802,3.30338,3.27835
2.67102,3.45099,3.15572,3.32702
2.66126,3.45695,3.5559,3.31439
2.90571,3.44382,3.15106,3.20079
3.18654,3.48311,3.50684,3.07213
3.37042,3.40653,3.31222,3.19576
3.35571,3.43985,3.02292,3.17119
3.33722,3.47064,3.29894,3.19328
2.90378,3.39245,3.23386,3.29071
3.10774,3.37532,3.46027,3.36473
3.10958,3.36825,3.08556,3.2033
3.06017,3.37387,2.8534,3.0519
3.06971,3.42939,2.73093,3.20611
3.35651,3.47482,2.83518,3.3868
3.25963,3.61281,2.73598,3.32276
3.11727,3.59435,2.78694,3.27975
3.42886,3.64052,3.17711,3.34084
3.26525,3.52546,2.87248,3.15236
3.49518,3.56956,2.97539,3.18567
3.62338,3.56755,3.3876,3.10604
3.65871,3.53726,2.93001,3.2002
3.71805,3.5075,3.18747,3.23745
3.53406,3.52086,3.53716,3.25602
3.35387,3.5371,3.14401,3.25639
3.4129,3.60992,3.19083,3.1342
3.00395,3.65146,3.00111,3.31381
2.8395,3.69836,3.37073,3.27348
3.31346,3.62062,3.18703,3.26345
3.05594,3.61008,3.61419,3.30271
2.81506,3.66757,3.36379,3.31544
2.74649,3.56454,3.21596,3.19377
2.83213,3.47218,3.11987,3.19344
2.84424,3.50016,3.38236,3.33964
2.89246,3.53133,2.9737,3.24406
2.61075,3.46801,3.08496,3.23682
2.49784,3.50338,3.14276,3.39733
2.54144,3.5395,3.33218,3.27116
2.86984,3.50237,3.6166,3.36924
2.85388,3.46558,3.1943,3.22601
3.02883,3.45969,3.39088,3.36693
2.83058,3.52129,3.71696,3.40909
2.75214,3.64064,3.46238,3.45989
3.23252,3.47792,3.57959,3.35855
3.15337,3.48876,3.98886,3.3308
3.41452,3.49742,3.6602,3.17275
3.2136,3.48182,3.21062,3.12448
3.47237,3.42876,3.19299,3.29335
3.3232,3.40244,3.34689,3.16681
3.33763,3.43729,3.13338,3.16884
3.35091,3.4802,3.54312,3.25015
3.12508,3.5273,3.55895,3.23605
3.16957,3.49942,3.51918,3.13616
3.05357,3.1831,3.23277,3.0856
3.44454,3.16185,3.56704,3.11306
3.41236,3.13833,3.54839,3.14864
3.15689,3.16924,3.60054,3.16275
3.4388,3.18106,3.3551,3.07918
3.95876,3.20129,3.18739,3.13035
3.24783,3.18877,3.31323,3.10826
3.38637,3.2681,3.22514,3.1887
3.20155,3.17076,3.26425,3.34338
3.14768,3.19477,3.17949,3.38718
3.40277,3.13602,3.12016,3.43659
3.62425,3.14336,2.78938,3.44501
3.64354,3.1491,3.21178,3.47946
3.57194,3.18213,3.28756,3.28249
3.37098,3.21817,3.34191,3.42266
3.12852,3.18919,3.11273,3.62193
3.28511,3.19512,3.45219,3.47417
3.56617,3.18151,3.32477,3.60732
3.33573,3.1762,3.26683,3.60346
3.3493,3.17091,3.38469,3.47838
3.42191,3.19959,3.94484,3.28567
3.34622,3.33167,3.92202,3.37594
3.09261,3.30126,3.55131,3.26643
3.71844,3.27015,3.30154,3.4026
3.56262,3.298,2.85921,3.43273
3.39081,3.32412,3.11485,3.36011
3.56687,3.33004,3.33353,3.43722
3.46419,3.34009,3.0747,3.31221
3.7605,3.32448,2.94065,3.46202
3.29901,3.32146,3.21508,3.40791
3.70487,3.32673,2.93974,3.43992
3.62816,3.32356,3.28738,3.29071
3.28363,3.34514,3.22622,3.28586
3.44736,3.27496,3.46942,3.23118
3.11187,3.24959,3.06024,3.28314
3.43642,3.33443,2.96124,3.21665
3.17988,3.32012,3.52303,3.31445
3.83362,3.26665,3.22035,3.19243
3.71471,3.2771,3.35783,3.27584
3.51241,3.33354,3.46452,3.2926
3.63745,3.26863,3.33651,3.27204
3.55088,3.24744,3.38123,3.07553
3.38018,3.26522,3.00415,3.32536
3.59604,3.19987,3.51111,3.38716
3.32105,3.28907,3.08844,3.27159
2.98364,3.23972,3.41309,3.287
3.10144,3.24316,3.37927,3.39356
3.47494,3.24451,3.09255,3.26623
3.15309,3.23616,2.7019,3.34097
3.00554,3.28513,2.89808,3.35902
3.00328,3.3024,2.95024,3.18704
3.26929,3.29851,3.00595,3.2598
3.2763,3.2751,3.62841,3.21703
3.26872,3.32852,3.83457,3.26916
3.07681,3.32284,3.80198,3.38782
3.65724,3.30404,3.32068,3.38433
3.1058,3.27902,3.45901,3.28725
3.19351,3.24279,3.69328,3.29608
3.26568,3.24956,3.37851,3.22909
3.78722,3.22133,3.01491,3.10045
3.23064,3.13863,4.03843,3.2955
2.94956,3.29779,3.58258,3.10485
2.94273,3.30347,3.78522,3.07518
2.98824,3.23506,3.75999,3.15554
3.02757,3.23241,3.27842,3.30413
3.46747,3.25823,3.51933,3.18853
3.04042,3.24144,3.19898,3.24097
2.93452,3.23472,3.12114,3.27736
3.16669,3.25478,3.25177,3.34225
3.24383,3.23008,3.22563,3.31206
3.27235,3.24903,3.51407,3.45991
2.94201,3.24732,3.38086,3.335
2.99051,3.28073,3.65298,3.44669
3.34327,3.31209,3.61433,3.31951
3.02615,3.26854,3.56756,3.39999
3.23609,3.25824,3.77023,3.46639
3.22454,3.23991,3.14543,3.32685
3.27262,3.33963,3.62385,3.46873
3.2581,3.38774,3.75953,3.3843
3.26975,3.36418,3.76807,3.3258
3.20411,3.38434,3.4224,3.2726
3.19027,3.30501,3.38549,3.25601
2.94785,3.44147,3.27851,3.04807
3.27502,3.31566,3.19524,3.22699
3.36294,3.35545,3.89121,3.43243
3.5551,3.27758,3.64528,3.25826
3.23943,3.26938,3.55847,3.20847
3.31777,3.27435,3.97809,3.25002
3.15661,3.29301,4.16762,3.5549
4.01168,3.25644,4.26151,3.58532
3.62717,3.25892,3.86246,3.47955
3.32495,3.32308,3.83359,3.32672
3.94053,3.24125,3.58498,3.34606
3.40679,3.24312,3.55978,3.41257
3.45196,3.25364,3.81905,3.39564
3.06621,3.34313,3.60929,3.43773
3.26482,3.31149,3.55944,3.45014
3.2765,3.31655,3.44313,3.26098
3.26478,3.30582,3.39781,3.13683
3.00176,3.14031,3.36046,3.25244
3.14854,3.14862,3.16952,3.09151
3.22598,3.14347,3.16795,3.01504
3.16015,3.11853,2.91061,3.07352
3.51847,3.29202,3.48357,3.05941
3.53915,3.25309,3.33173,3.14568
3.40862,3.24822,3.87905,3.09522
3.39665,3.31396,3.97395,3.25135
3.258,3.33838,4.18217,3.25574
3.25231,3.29693,3.82473,3.22492
3.42117,3.31994,3.4091,3.15332
3.16496,3.33676,3.69928,3.14128
3.15982,3.38221,3.63249,3.17588
3.21922,3.37556,3.45735,3.17092
3.0468,3.32625,3.47242,3.20889
3.26969,3.38356,3.65365,3.24189
3.45431,3.32323,3.23683,3.21891
3.12271,3.1332,3.80054,3.18328
3.28251,3.113,3.70598,3.08815
3.40481,3.12224,4.3985,3.12026
3.85644,3.10644,3.66044,3.06904
3.22938,3.14706,3.7295,3.22874
3.23899,3.16302,3.42586,3.08499
3.28673,3.00535,3.08628,3.0236
3.14635,2.99875,3.30769,3.22856
3.33946,3.0052,3.11764,3.413
3.52589,3.00558,3.11181,3.21555
3.48014,3.00219,3.17325,2.97699
3.15284,3.12982,3.17458,3.18354
3.15868,3.12731,3.38432,3.24124
3.25475,3.20363,3.02155,3.24122
2.91906,3.23669,3.23353,3.24579
3.18293,3.21982,3.45188,3.20351
3.23153,3.28297,3.30559,3.4812
3.62261,3.28853,3.04256,3.23927
3.18101,3.25168,2.99662,3.34007
3.09729,3.31036,3.17252,3.22332
2.7685,3.23219,3.29517,3.13162
3.16195,3.19664,3.07149,3.37836
3.37274,3.18985,3.09506,3.27183
3.41249,3.23499,3.08203,3.23677
3.20514,3.17894,2.95794,3.12676
3.36348,3.13748,3.06528,3.1405
3.75771,3.1325,2.98989,3.26632
3.38519,3.16641,3.12264,3.05491
3.4663,3.14461,3.42013,3.2389
3.55089,3.18935,3.57144,3.38552
3.8383,3.1917,3.61002,3.24434
3.59869,3.18846,3.4291,3.19645
3.36441,3.17709,3.65649,3.16532
3.73939,3.18188,3.25495,3.24181
3.68756,3.18117,3.22906,3.20541
3.19798,3.27669,2.80857,3.2278
3.7747,3.26569,3.04414,3.19489
3.5157,3.2746,3.58071,3.20512
3.28535,3.31838,3.54239,3.13872
3.0245,3.43055,3.75409,3.28673
3.29068,3.38506,3.86155,3.17599
3.42502,3.44442,3.84449,3.17889
3.63307,3.26277,3.29255,3.01012
3.47647,3.26373,3.19106,3.13173
3.28391,3.27681,3.42469,3.21614
3.2942,3.29188,3.27457,3.13419
3.54803,3.275,3.18673,3.07665
3.5262,3.24083,3.22836,3.18599
3.60008,3.36743,3.44099,3.28631
3.30422,3.39798,3.00604,3.33026
3.34531,3.37097,3.36395,3.38304
3.24893,3.24363,3.21938,3.29605
3.18989,3.31599,3.6499,3.29591
3.69427,3.33169,3.51804,3.2847
3.47413,3.34687,3.6013,3.18636
3.49411,3.33839,3.28167,3.11942
3.68479,3.38238,3.43721,3.03584
3.39069,3.38586,3.15878,3.15333
3.39069,3.38586,3.58748,3.12652
3.35532,3.30056,3.87611,3.40721
3.40969,3.29254,3.84266,3.30721
3.2781,3.25772,4.02382,3.55442
3.41379,3.23382,3.85702,3.54753
3.52563,3.25914,3.78405,3.34192
3.39763,3.2822,3.76456,3.28495
3.41931,3.28267,3.78223,3.27089
3.38336,3.2667,3.65438,3.36569
3.35986,3.25195,3.33816,3.32675
3.3636,3.21256,3.108,3.17893
3.47263,3.21186,3.79672,3.30646
3.10952,3.25486,3.42967,3.45676
3.53322,3.29658,3.22062,3.46339
3.26411,3.33871,2.90641,3.30743
3.41788,3.27266,2.94145,3.54373
3.37463,3.2548,3.20006,3.40599
3.32259,3.26243,3.24922,3.29921
3.64599,3.24856,3.04416,3.08129
3.50117,3.25985,3.0202,3.15479
3.32835,3.27371,3.21129,3.16043
3.32835,3.27371,2.98503,3.08466
3.38991,3.31318,2.96213,3.18125
3.68808,3.31424,2.90211,3.23853
3.23792,3.35337,3.5475,3.1775
3.44246,3.39125,3.28863,3.11252
3.11801,3.38235,3.8689,3.28251
2.99731,3.34973,4.1271,3.31718
3.18897,3.29467,4.11868,3.30025
2.82449,3.32657,3.90586,3.33857
3.5942,3.31506,4.016,3.34511
2.82186,3.30265,3.67755,3.20123
3.10505,3.32173,3.93297,3.23368
2.82704,3.33858,3.68675,3.15036
3.44594,3.2296,3.57361,3.15079
2.78281,3.20886,3.32979,3.0875
2.99436,3.2094,3.91875,3.08989
2.91591,3.28531,3.61219,3.31399
2.85019,3.31851,3.63081,3.39156
3.18816,3.26663,3.47965,3.36971
3.11326,3.28587,3.43734,3.48778
3.21126,3.25343,3.70504,3.42811
3.32483,3.27525,3.69247,3.5245
3.48805,3.2865,3.54326,3.3315
3.05381,3.33897,3.57181,3.26828
3.3857,3.32758,3.64023,3.10543
3.04123,3.17778,3.51309,3.14559
2.97865,3.31097,3.53462,3.08636
3.26184,3.25603,3.42053,3.16646
2.91294,3.30916,3.07321,3.21391
3.27421,3.28367,3.32771,3.17653
3.44385,3.2935,3.89789,3.11471
3.46918,3.29529,3.35366,2.98646
3.46894,3.26706,3.30152,3.0787
3.42419,3.32286,3.23093,3.1901
3.58249,3.30625,3.42834,3.47245
3.6019,3.3089,3.84406,3.38399
3.71621,3.27235,3.85738,3.3363
3.26606,3.24212,3.7962,3.31889
3.7829,3.2795,3.33327,3.18998
3.44355,3.3642,3.18582,3.35014
3.66922,3.36371,2.91064,3.34949
3.12919,3.31664,2.8554,3.21156
3.36258,3.32818,2.85062,3.25544
3.49392,3.32986,3.38186,3.15954
3.344,3.325,3.29066,3.17532
3.71805,3.38685,3.41685,3.05922
3.06152,3.30862,3.50298,3.36673
3.1076,3.29558,3.11975,3.27228
3.25953,3.24806,2.7766,3.24489
2.81215,3.24138,2.9427,3.3066
3.21763,3.25416,2.92566,3.32185
3.07079,3.16312,2.8085,3.22693
2.88856,3.19335,2.60728,3.21231
3.18413,3.17506,2.53403,3.30119
3.1588,3.13867,2.42237,3.16748
2.84363,3.18706,2.72622,3.19422
3.36279,3.15508,2.80267,3.24264
2.85877,3.16589,2.82214,3.2673
3.1218,3.18977,2.91798,3.31528
3.36945,3.14806,3.2426,3.38257
3.25541,3.20381,3.70621,3.33629
3.60609,3.15841,3.5874,3.17194
3.08719,3.24373,3.42582,3.16426
3.30194,3.19154,3.28162,3.26545
3.23099,3.16279,2.92739,3.28339
3.48507,3.17548,2.99339,3.36147
3.33005,3.25884,3.26025,3.41586
3.43546,3.21618,3.23931,3.27111
3.75569,3.28219,3.52189,3.2046
3.77051,3.25714,3.73418,3.28177
3.3614,3.23929,3.50701,3.37874
3.54661,3.25296,3.23301,3.30263
3.30013,3.24573,3.52429,3.29163
3.49904,3.19404,3.48328,3.28536
3.33738,3.18672,3.10585,3.26159
3.51561,3.18511,2.91299,3.04628
3.31669,3.16796,3.41704,3.24302
3.62087,3.17027,3.41518,3.2719
3.53005,3.1506,3.48698,3.37931
3.36467,3.13577,3.22241,3.48288
3.54948,3.17765,3.09543,3.36497
3.54955,3.17171,3.63633,3.47284
3.48201,3.14895,3.7268,3.27289
3.61636,3.19858,3.57976,3.31523
3.6528,3.2259,3.62008,3.23036
3.44844,3.28315,3.29958,3.02187
3.5933,3.2126,3.58245,3.33814
3.32976,3.17721,3.30611,3.40457
2.97737,3.24351,3.20511,3.3892
2.97737,3.24351,3.20099,3.37436
3.35847,3.26077,3.21047,3.29752
3.25272,3.2062,2.80448,3.20361
3.22505,3.18581,2.96266,3.19459
3.40232,3.22065,3.14004,3.05068
3.16488,3.23385,2.97631,3.1829
3.29109,3.20771,3.24929,3.30143
3.39105,3.17161,3.41444,3.23807
3.45215,3.2481,3.33932,3.3077
3.70362,3.20189,3.43544,3.46864
3.22083,3.20363,3.38889,3.38898
2.98964,3.16262,3.62487,3.25445
3.14537,3.1965,3.44812,3.27114
3.53493,3.16264,3.67117,3.15201
3.01782,3.35004,3.79704,3.12093
3.16526,3.31287,3.62854,3.24013
2.99666,3.30781,3.62525,3.28596
2.98662,3.32432,3.47218,3.17435
3.1904,3.40773,3.29209,3.4428
3.72228,3.40899,3.22854,3.39823
3.36064,3.45079,3.75788,3.25542
3.1803,3.51022,3.56399,3.2036
3.01192,3.48402,3.31065,3.26916
3.17427,3.43428,3.34839,3.17585
2.95684,3.44363,3.56287,3.15508
3.08785,3.48706,3.16596,3.26401
2.93274,3.43781,3.19152,3.14547
3.20267,3.43989,3.50389,3.12753
2.77716,3.41411,3.49701,3.29058
3.00795,3.42598,4.21562,3.20304
3.07917,3.42664,3.94935,3.19433
3.0189,3.45098,3.94309,2.96565
3.45827,3.47154,3.69963,3.23445
3.1332,3.44939,3.87658,3.29546
3.01656,3.42269,3.86579,3.34741
3.18685,3.43678,3.66036,3.37605
3.37422,3.45086,3.49105,3.29296
3.32537,3.52215,3.92246,3.2178
3.18985,3.51181,3.88482,3.4063
3.51606,3.56094,4.31034,3.34163
3.20729,3.51182,3.88174,3.09257
3.10484,3.67681,3.82229,3.29357
3.08167,3.65053,3.47634,3.2956
3.14619,3.37004,3.44469,3.21677
3.14789,3.33182,3.20119,3.49427
2.94709,3.28823,3.49703,3.53606
3.1742,3.32491,3.21065,3.50685
3.32991,3.50363,3.20687,3.26884
3.40731,3.50916,2.91859,3.53841
3.13309,3.45496,3.15649,3.45995
3.33669,3.31303,3.26077,3.36824
3.10648,3.29117,3.2672,3.26252
3.23657,3.31517,3.63635,3.1576
3.20272,3.31667,3.65672,3.28851
3.38062,3.29188,3.6687,3.31586
3.28255,3.30789,3.54366,3.19553
2.86398,3.3223,3.71062,3.2886
3.01518,3.28442,3.45283,3.29596
3.03063,3.38557,3.35729,3.46592
2.95867,3.38653,3.02852,3.4207
2.83138,3.44421,2.95613,3.30017
3.37745,3.38958,3.44352,3.341
3.74952,3.38053,2.95021,3.54328
3.29017,3.41331,3.00603,3.45275
3.0448,3.40839,2.87527,3.3426
2.97566,3.40929,3.25527,3.46129
3.09365,3.47932,2.74871,3.49164
3.00743,3.44909,3.19954,3.43422
3.07764,3.31207,3.60927,3.33264
3.18941,3.31483,3.33173,3.32643
3.38252,3.30737,3.13424,3.37057
3.14027,3.29173,3.09094,3.13105
3.15172,3.22315,3.24466,3.24157
3.13144,3.37415,3.16572,3.40636
2.95089,3.35502,3.24804,3.11971
3.21341,3.36202,3.03269,3.02499
3.61267,3.32498,3.01783,3.3488
3.01107,3.45969,3.36638,3.3139
3.22954,3.49201,3.18275,3.32704
3.21396,3.45189,3.69708,3.32359
2.96627,3.44607,3.57742,3.41943
2.93382,3.45551,3.72938,3.11668
3.6338,3.43257,3.75285,3.19868
3.05105,3.33647,3.37794,3.28165
3.07892,3.3203,2.88857,3.29553
3.15757,3.38597,3.40722,3.21202
3.34349,3.33992,3.14798,3.26381
3.16543,3.26294,3.2078,3.52134
3.11285,3.27382,3.06553,3.39404
3.2414,3.31092,2.98202,3.34935
3.21919,3.29307,2.8152,3.09247
3.01081,3.24927,3.0988,3.03549
3.23085,3.28796,3.30058,3.2188
2.97595,3.32269,3.85621,3.17257
2.99137,3.29057,3.95868,3.30436
3.26742,3.29277,3.89501,3.34985
3.19898,3.31508,3.72083,3.27797
2.934,3.17404,3.97489,3.21874
3.32663,3.27638,3.58868,3.34948
3.23531,3.24161,3.37272,3.23994
3.00084,3.29289,3.37087,3.16467
2.90339,3.34725,3.57445,3.2403
3.1441,3.19338,3.33312,3.53697
3.16705,3.19053,3.05634,3.54013
3.06184,3.19093,2.91688,3.22257
3.34934,3.20255,3.07476,3.14472
2.94695,3.25796,2.94227,3.44972
3.20016,3.17925,3.15466,3.26066
3.13541,3.34738,3.12907,3.38212
3.11028,3.37578,3.59548,3.23979
3.09449,3.3576,3.3682,3.34097
3.17816,3.4327,3.68871,3.11052
3.11664,3.34937,3.4355,3.21383
3.72377,3.33381,3.42569,3.14865
3.05632,3.27091,3.65839,3.20532
3.16562,3.23751,3.59723,3.22934
2.96633,3.31689,3.48456,3.2032
3.05387,3.2745,4.06195,3.37434
3.08584,3.32809,3.81391,3.21526
3.25654,3.22245,3.77799,3.0839
2.94082,3.1664,3.53386,3.01003
2.78265,3.12298,3.56569,3.2703
2.75233,3.09594,3.06657,3.23144
2.98665,3.1205,3.29069,3.24688
2.88223,3.18292,3.30043,3.25836
2.86075,3.13561,2.9666,3.25074
3.30702,3.11891,2.96226,3.36011
2.9686,3.18944,2.99804,3.2971
3.30269,3.20775,2.92548,3.37468
2.93847,3.19929,3.19025,3.30607
3.24131,3.2309,3.68751,3.40329
3.19049,3.2057,3.00619,3.22036
3.08765,3.19772,3.6081,3.01949
2.96432,3.20027,3.4704,3.06059
3.31159,3.19303,3.31863,3.07624
3.17211,3.25774,3.28739,3.14003
3.16683,3.23653,3.19369,3.23346
3.2242,3.23018,3.28504,3.26284
3.55857,3.19856,3.31194,3.20768
3.34947,3.30505,3.102,3.3645
3.1382,3.32849,2.86912,3.32502
3.50906,3.26939,3.26053,3.3195
3.54164,3.21843,3.11479,3.3882
3.2924,3.31584,3.06388,3.39955
3.22151,3.30339,3.51656,3.38763
3.21225,3.34725,3.40575,3.24495
3.2091,3.2927,3.34368,3.19192
3.04504,3.31168,3.64773,3.06783
3.32006,3.28436,3.6254,3.11506
3.16022,3.38237,3.35743,3.11813
3.08982,3.34858,3.34184,3.10692
2.98798,3.38413,3.37746,3.10671
2.96046,3.31748,3.16043,3.10764
2.88784,3.2129,2.97769,3.22235
3.25901,3.18756,3.06803,3.27877
2.95458,3.24283,3.22657,3.11185
2.91104,3.37367,3.19685,3.17045
2.95744,3.35093,2.94801,3.0978
2.88848,3.31323,3.44975,3.33288
2.67614,3.3586,3.27581,3.09535
2.67594,3.3501,3.30875,3.15461
3.64354,3.4028,3.67484,3.32764
2.92587,3.29028,3.7881,3.19803
2.81788,3.28811,3.73477,3.09621
2.78362,3.26912,3.32341,3.14253
3.01586,3.27762,3.03507,3.20593
2.86181,3.29593,3.31584,3.22335
2.84232,3.42473,3.08874,3.20426
2.97272,3.39787,3.53512,3.29668
2.85447,3.35108,3.74377,3.38247
3.04681,3.35698,3.17788,3.41432
3.19958,3.38096,2.86234,3.17086
2.73041,3.34685,3.5355,3.25584
3.09882,3.35396,3.23141,3.06059
2.87894,3.33004,3.42054,3.23068
2.99108,3.33216,3.23849,3.28109
3.09996,3.36541,3.33668,3.17081
3.13261,3.34698,3.42926,3.29041
3.08231,3.26345,3.17452,3.27755
3.11389,3.28263,3.49965,3.26099
2.86936,3.2527,3.51255,3.3221
3.02759,3.36791,3.84419,3.06593
3.1453,3.31413,4.15205,3.06733
3.04913,3.31014,4.07668,3.2486
2.64761,3.27746,3.40388,3.19264
2.8545,3.26246,3.66552,3.23475
2.70921,3.25902,4.03136,3.4028
3.09169,3.25081,3.87755,3.40279
2.63959,3.26945,3.75137,3.25804
2.87204,3.29729,3.69623,3.21997
2.77725,3.28845,3.62658,3.13257
2.83498,3.33975,3.55381,3.45823
3.08166,3.25838,3.88044,3.37778
3.11137,3.2867,3.4567,3.28405
2.89166,3.29062,3.29875,3.32832
3.10016,3.29534,3.25619,3.41233
3.00724,3.34235,3.83463,3.25789
2.6542,3.3742,3.76485,3.32526
2.65863,3.42626,3.44891,3.11392
